approve,slug,title,date,current_buckets,suggested_buckets,suggested_article_type,confidence,rationale,tags
yes,treat-every-shooting-like-a-homicide,Treat Every Shooting Like a Homicide,2023-09-27,Criminal courts;Guns,Guns;Crime Data,article,high,"The piece analyzes clearance-rate disparities between homicides and nonfatal shootings, arguing for resource allocation to solve all gun crimes—a data-driven policy argument about gun violence investigation.","Solving Cases: The System, Crime, Gun Violence"
yes,what-the-numbers-miss-about-gun-crimes,What the Numbers Miss,2023-09-27,Culture;Crime,Crime Data,article,high,Piece examines how delays and gaps in national crime data collection and reporting impede gun crime prevention—a methodological critique of Crime Data systems.,"Connecting Dots, History, Crime"
yes,when-city-streets-really-are-war-zones,When City Streets Really Are War Zones,2023-09-27,Crime;Culture,Crime Data;Guns,article,high,"Data-driven analysis comparing homicide rates and gun violence across neighborhoods, with emphasis on statistical comparison rather than narrative crime reporting.","Connecting Dots, Crime, History"
yes,making-a-federal-case-out-of-a-local-shooting,Making a Federal Case out of a Local Shooting,2023-09-27,Criminal courts;Governance,Criminal courts;Guns,article,high,Piece explains how federal prosecutors charge shooting cases and compares federal vs. state prosecution outcomes—core criminal courts content with a guns/ammunition enforcement angle.,"Solving Cases: The System, Prosecution, Federal Government"
yes,police-neglect-and-why-many-young-black-men-carry-guns,Arms and the Men,2023-09-27,Criminal courts;Race,Guns;Policing;Race,article,high,"Piece argues that police neglect drives gun carrying among young Black men—combining guns, policing failure, and racial disparity in public safety response.","Solving Cases: The People, Race, Justice"
yes,teach-officers-how-to-listen,Teach Officers How to Listen,2023-09-27,Criminal courts;Policing;Guns,Policing;Guns,article,high,"The piece examines police communication failures and witness cooperation in gun crime investigation, directly addressing police reform and gun violence prevention through improved police-civilian relations.","Solving Cases: The People, Police Reform, Gun Violence"
yes,a-window-into-new-york-citys-pulgueras,Deals and Steals: A Window into New York City’s Pulgueras,2023-09-12,Culture;Economy;Race,Economy,article,high,"This is a descriptive piece about a retail phenomenon (discount outlets selling returned merchandise) in low-income NYC neighborhoods—fundamentally an economic/consumer-behavior story, not primarily about culture or race.","culture, Economics, Inequality"
yes,where-vital-city-is-headed,Vital City 1.5: Ideas to Action,2023-09-07,Policing;Governance,Public Safety Strategy,editors_note,high,"This is Vital City's mission statement / editorial introduction explaining their approach to public safety ideas and implementation, not a reportorial article.","Police Reform, Quality of Life"
yes,age-diversity-in-cities-and-neighborhoods,"We Need More Four-Generation Cities, and Neighborhoods",2023-08-16,Culture,Public Space,article,medium,"An essay about neighborhood composition, age diversity, and urban livability that touches on walkability and community design—more about the public realm than culture per se.","Community, Neighborhood Life"
yes,half-a-century-of-criminal-justice-reform,From Pessimism to Optimism and Back Again: A Half Century of Criminal Justice Reform,2023-08-09,Culture;Criminal courts,Criminal courts;Public Safety Strategy,article,high,"A half-century historical analysis of criminal justice reform movements, tracing shifts in prosecution, incarceration policy, and public safety approaches.","History, Justice"
yes,the-possibilities-and-limitations-of-a-receivership-in-nyc-jails,The Possibilities and Limitations of Receivership for New York City Jails,2023-08-03,Rikers & jails;Criminal courts,Rikers & jails,article,high,"This is a substantive analysis of judicial receivership as a reform mechanism specific to NYC jails, with no criminal courts case-processing content.","Jails, Justice"
yes,michael-oppenheimer-mark-chambers-interview,You Think This Is Hot? A Conversation with Michael Oppenheimer and Mark Chambers,2023-06-28,Climate;Governance,Climate,interview,high,"This is a conversation with climate experts about NYC's heat future and policy adaptation—clearly Climate domain, formatted as an interview, not a standard article.","In Conversation With..., Climate Change, Government Operations"
yes,why-pools-matter,"Water, Water Everywhere",2023-06-28,Culture;Housing,Public Space,article,high,"This is fundamentally about public pools as civic infrastructure and community gathering spaces—a Public Space piece, not Housing; the current Housing tag misses the mark.","Building Blocks, History, City Planning"
yes,the-urban-history-of-ice-cream,Why We Scream: A Conversation with Laura B. Weiss,2023-06-28,Culture,Other,interview,high,A historical conversation about ice cream's cultural role in NYC; falls outside Ted's public-safety-and-civic-policy focus despite NYC framing.,"In Conversation With..., History, Food and Drink"
yes,envisioning-car-free-streets,What Else Streets Can Be,2023-06-28,Housing;Governance,Public Space,article,high,"Piece focuses on reimagining streets as public gathering spaces and urban realm, not housing or governance policy.","Building Blocks, City Planning, Quality of Life"
yes,new-york-handles-garbage-all-wrong,Where Trash Belongs,2023-06-28,Governance,Public Space,article,high,"This is fundamentally about urban streetscape design, waste management infrastructure, and the public realm—how cities integrate essential services into their visual and physical environment.","Building Blocks, Sanitation, Government Operations"
yes,eating-out-a-photo-essay,Eating Out: A Photo Essay,2023-06-28,Culture,Public Space,article,high,"A visual essay documenting how New Yorkers use public space (sidewalks, streets, parks) for dining and community gathering, especially pandemic-era adaptations.","Sights and Sounds, culture, Neighborhood Life"
yes,building-diverse-schools-in-changing-neighborhoods,Building Diverse Schools in Changing Neighborhoods,2023-06-21,Youth;Culture,Youth;Housing,article,medium,"The piece centers on school integration and quality in the context of neighborhood gentrification, touching on youth education (Youth) and housing/demographic change (Housing), though it's fundamentally about education policy rather than Ted's core public-safety domains.","Education, Neighborhood Life"
yes,rikers-hearing-june-2023,"The Rule of Law Applies on Rikers, Too",2023-06-12,Data;Rikers & jails;Criminal courts,Rikers & jails;Criminal courts,article,high,Opinion piece on federal court oversight of Rikers Island jail conditions and potential receivership—clearly centered on jail management and judicial intervention.,"data, Jails, Justice"
yes,dante-ross-and-the-golden-age-of-hip-hop,Willing To Be Lucky: Dante Ross and the Golden Age of Hip-Hop in New York,2023-06-06,Culture,Culture,book_review,high,This is a review of Dante Ross's memoir about hip-hop history and music production—a cultural/entertainment piece with no connection to NYC civic policy or public safety.,"culture, History, Music & Entertainment"
yes,public-safety-and-mental-health,A City of Two One-Track Minds,2023-05-17,Criminal courts,Mental illness;Subway;Public Safety Strategy,article,high,"A civic-policy analysis of competing narratives about subway safety, mental illness, and public order following the Jordan Neely killing — fundamentally about how the city frames its safety and mental health challenges.","Subway Crime, Justice"
yes,invest-in-libraries,Investing in Libraries is Investing in Cities,2023-05-05,Culture;Youth;Governance,Economy;Governance,article,medium,"Primary focus is budget prioritization and municipal fiscal policy; libraries serve as vehicle for discussing public investment strategy, not culture or education per se.","culture, Education, City Government"
yes,why-the-citys-jails-are-broken,What You Don’t Know Will Hurt You,2023-04-27,Rikers & jails;Criminal courts,Rikers & jails,article,high,"Piece focuses squarely on violence, conditions, and governance within NYC jails under federal oversight; Criminal courts is inapplicable here since this is about jail administration and federal monitoring, not case prosecution or sentencing.","Jails, Justice"
yes,sic-the-parking-police-on-the-nypd,Let’s Call the Parking Police on the NYPD,2023-04-20,Culture;Policing;Housing,Policing;Traffic enforcement,article,high,"The piece critiques NYPD parking violations and their impact on public space and traffic safety, fitting squarely into both policing accountability and traffic enforcement domains.","culture, Police Reform, City Planning"
yes,parking-placard-and-license-plate-arrogance,"Parking, Placard and License Plate Arrogance",2023-04-20,Governance,Traffic enforcement;Policing,article,high,"A firsthand account by a former traffic commissioner about parking enforcement against privileged groups (diplomats, press, police), centering on placard abuse and the politics of selective enforcement.","Government Operations, Corruption"
yes,lessons-for-criminal-justice-reformers,Social Control Works: Lessons for Criminal Justice Reformers,2023-03-30,Policing;Criminal courts,Public Safety Strategy;Research,article,high,"A criminologist's evidence-based analysis of what criminal justice reforms actually work, centered on research methodology and policy effectiveness rather than case processing or policing tactics.","Safety, Criminal Justice"
yes,twenty-strategies-for-reducing-crime-in-cities,20 Strategies for Reducing Crime in Cities,2023-03-30,Policing;Culture,Public Safety Strategy,article,high,This is a research-backed overview of evidence-based crime-reduction strategies emphasizing prevention and community strengthening over traditional policing—a classic Public Safety Strategy piece.,"Safety, Crime, History"
yes,how-new-yorks-bail-laws-look-from-the-bench,‘A Confusing Mess’: How New York's Bail Laws Look from the Bench,2023-03-30,Policing;Criminal courts,Criminal courts,article,high,This is a judge's commentary on bail law interpretation and decision-making—core criminal courts domain; the bail reform debate is secondary context.,"Safety, Justice, Crime"
yes,the-role-of-self-control-in-preventing-crime,"To Prevent Crime, Respect the Role of Self-Control",2023-03-30,Policing;Criminal courts,Public Safety Strategy,article,high,"This is a research-informed piece arguing for self-control development as a crime-prevention strategy alongside policing and CVI, not a specific policing or criminal courts story.","Safety, Crime, Justice"
yes,daniel-penny-jordan-neely-and-all-of-us-in-between,"Daniel Penny, Jordan Neely and All of Us In Between",2023-03-30,Policing;Criminal courts,Subway;Mental illness;Crisis response,article,high,"Reflection on the Penny verdict that centers on subway safety, mental health crisis management, and the gap between criminal prosecution and systemic behavioral health responses.","Safety, Subway Crime, Justice"
yes,maintaining-the-built-environment,"Bricks and Mortar, Spirits and Souls",2023-03-28,Housing;Data,Housing;Governance,article,medium,"The piece examines how government's siloed bureaucratic approach to the built environment perpetuates inequity in infrastructure maintenance; Housing captures the built-environment angle, Governance the structural/organizational failure.","Building Blocks, City Planning, Social Science"
yes,how-third-places-promote-cohesion,"Bodegas, Barbershops and the Ties that Bind",2023-03-28,Data;Culture,Public Space;Public Safety Strategy,article,high,"Analyzes how third places (bodegas, barbershops) foster neighborhood cohesion and informal public safety through social infrastructure and community gathering.","Building Blocks, Social Science, Community"
yes,elijah-anderson-interview,The Fault Lines of Race and Place: A Conversation with Elijah Anderson,2023-03-28,Race;Data,Race,interview,high,"A conversation with sociologist Elijah Anderson about race, geography, and urban social dynamics; clearly an interview, not a standard article.","Conversations, Race, Social Science."
yes,rethinking-libraries-in-a-digital-age,Books Are Only the Beginning,2023-03-28,Health & human services;Culture,Health & human services,article,medium,"Libraries as community service hubs for reentry, mental health, and social support; Culture tag is over-applied per Ted's rules—the real substance is service delivery, not cultural institutions per se.","Building Blocks, Community Services, Libraries"
yes,slash-poverty-and-the-rest-will-get-easier,Slash Poverty and the Rest Will Get Easier,2023-03-28,Data;Governance,Public Safety Strategy;Research,article,high,"Evidence-based examination of how social policy (Medicaid, income support) reduces crime and incarceration—a core public safety strategy question grounded in research findings.","Looking Back, Social Science, Government Operations"
yes,the-stains-of-redlining,The Stains of Redlining,2023-03-28,Culture;Race,Race;Housing,article,high,Historical analysis of redlining's racist housing policies and their lasting impact on NYC neighborhoods and wealth accumulation.,"Looking Back, History, Race"
yes,poverty-disadvantage-and-violence,"Poverty, Disadvantage and Violence",2023-03-28,Criminal courts;Data,Crime Data;Research,article,high,"Academic piece examining the empirical relationship between poverty/disadvantage and violence—clearly a research-driven Crime Data analysis, not a Criminal courts piece.","Justice, Social Science"
yes,more-non-profits-fewer-crimes,"Ideas in Action: More Non-Profits, Fewer Crimes",2023-03-28,Criminal courts,Public Safety Strategy,article,high,"Piece examines an alternative crime-prevention approach (nonprofit organizations as social control) vs. traditional policing, grounded in research evidence—core Public Safety Strategy territory.","Building Blocks, Justice"
yes,the-evolution-of-flatbush,The Long View: The Evolution of Flatbush,2023-03-28,Culture;Housing,Housing;Public Space,article,medium,"Primarily a historical account of neighborhood development and urban planning; Housing captures the residential building patterns and development, Public Space captures the evolution of the commercial intersection and public realm.","Looking Back, History, City Planning"
yes,pickup-basketball,The City Game,2023-03-28,Culture,Public Space,article,medium,"A narrative essay about playground basketball culture and community resilience, fitting Public Space (urban commons/gathering spaces) rather than the overapplied Culture tag.","Sights and Sounds, culture, History"
yes,robert-sampson-interview,'Collective Action Can Make a Difference': A Conversation with Robert Sampson,2023-03-28,Data,Research;Crime Data,interview,high,"This is an interview with a leading urban sociologist about his research on collective efficacy, neighborhood effects, disadvantage, and violence—foundational work in crime and community research.","Conversations, Social Science"
yes,measures-of-urban-vitality,Measures of Urban Vitality,2023-03-28,Housing;Governance,Other,anthology,high,"This is a curated collection of perspectives on urban vitality metrics—an anthology/editorial feature, not a reporting article, and the subject is too broad and thematic for any specific Public Safety domain.","Setting the Stage, City Planning, Quality of Life"
yes,the-public-square-march-2023,"The Public Square: Politics, Safety and Common Space",2023-03-28,Crime;Health & human services,Public Space;Politics,article,high,"The piece examines how Mayor Adams is managing public spaces and collective norms—a core Public Space question—within a broader political context about safety, elections, and mayoral policy positioning.","Setting the Stage, Crime, Public Health"
yes,placekeeping-in-brownsville,'A Space for Everyone to Come To': Placekeeping in Brownsville,2023-03-28,Culture;Health & human services;Economy,Public Space;Youth,article,high,"Creative placemaking and placekeeping in public spaces (murals, community reimagining) led by young people; public safety is contextual, not the primary subject.","Sights and Sounds, Public Health, Community Development"
yes,brownsville-and-bay-ridge,A Tale of Two Neighborhoods: Brownsville and Bay Ridge,2023-03-28,Crime;Culture,Crime Data;Housing;Public Space,article,high,"A comparative historical analysis of how housing investment, environmental design, and redlining explain divergent crime trajectories between two neighborhoods.","Looking Back, Crime, History"
yes,poverty-disadvantage-and-violence-an-iron-link,"Poverty, Disadvantage and Violence: An Iron Link",2023-03-28,Crime;Economy;Data,Crime Data;Race,article,high,"Data-driven analysis of correlation between multidimensional poverty and shooting rates, with explicit focus on racial disparities in NYC neighborhoods.","Setting the Stage, Crime, Poverty, Data Stories"
yes,rat-control-in-urban-environments,"To Beat Rats, Follow the Science",2023-03-23,Culture;Health & human services,Public Space;Health & human services,article,high,"A research-informed piece on urban rodent control grounded in science and public health, with direct governance/policy implications for NYC's rat-management strategy.","History, Public Health"
yes,crime-in-2022-and-2023-a-symposium,"Crime, a Symposium: Looking Back, Looking Forward",2023-03-16,Criminal courts,Crime Data;Public Safety Strategy,anthology,high,"A curated multi-voice symposium analyzing crime trends, their causes, and forward-looking policy responses—not a traditional article but an anthology of expert perspectives on crime data and strategy.","Crime, Justice"
yes,act-now-or-expect-more-of-the-same,"Act Now, or Expect More of the Same",2023-03-16,Crime;Culture,Crime Data;Public Safety Strategy,article,high,Piece analyzes NYC crime statistics trends and argues for decisive leadership action on public safety; combines crime data analysis with strategic policy framing.,"Crime, History"
yes,2023-crime-trends,What Crime Trends Are in Store This Year?,2023-03-16,Criminal courts,Crime Data,article,high,"This is a data-driven analysis of crime trends and forecasting using statistics and comparative analysis across cities, not a piece about criminal courts, prosecution, or case processing.","Crime, Justice"
yes,please-stop-blaming-bail-reform,Please Stop Blaming Bail Reform,2023-03-16,Criminal courts,Crime Data,article,high,"This is a data-driven analysis of bail reform's actual impact on crime, using detailed case-outcome statistics to refute a policy narrative—core Crime Data work.","Crime, Justice"
yes,approaches-to-crime-in-the-bronx-2023,The Bronx is Combining Accountability and Rehabilitation,2023-03-16,Criminal courts,Criminal courts;Public Safety Strategy,article,high,Piece describes both case prosecution outcomes (criminal courts) and a diversion/accountability program (public safety strategy) as integrated approaches to gun violence in the Bronx.,"Justice, Crime"
yes,our-tragically-shortsighted-crime-debate,Our Crime Debate Remains Tragically Shortsighted,2023-03-16,Crime,Public Safety Strategy;Crime Data,article,high,A critique of how crime policy debates are framed and what evidence actually supports effectiveness—combines crime data literacy with public safety strategy discourse.,Crime
yes,black-market-brooklyn,Black-Market Brooklyn,2023-03-08,Culture;Criminal courts,Drugs;Governance,article,high,A neighborhood-level investigation of illegal cannabis retail flourishing due to regulatory failure and market structure — squarely about drug enforcement and policy implementation gaps.,"culture, Crime, Justice"
yes,new-york-stilled-life-feral-city-review,Pandemic New York: Stilled or Riotous?,2023-03-02,Housing;Culture,Public Space,book_review,medium,"This is a review of two pandemic-era books about NYC's streetscape and urban landscape; Public Space covers urban realm and walkability themes, though the piece is primarily reflective/cultural rather than policy-focused.","Place, History, Photography"
yes,making-new-york-city-pools-accessible-to-all,Everyone Into the Pool,2023-03-02,Housing;Governance,Public Space,article,high,"The piece is about public pool and beach access, amenities, and management — core public space infrastructure — not housing policy or governance broadly.","Place, City Planning, Quality of Life"
yes,rikers-captives-review,Locked in a Vicious Cycle: How Past is Prologue at Rikers,2023-02-15,Culture;Rikers & jails,Rikers & jails,article,high,"Book review examining historical and contemporary conditions at Rikers Island jails, centered on reform and closure arguments.","History, Jails"
yes,the-city-is-my-lover,The City is My Lover,2023-02-14,Culture,Other,article,high,A personal essay/memoir about the author's relationship with New York City; no civic policy content or public safety/governance angle—belongs in the catch-all Other domain.,"culture, History"
yes,long-crisis-review,There Are No Solutions: Making Sense of New York at the End of the 20th Century (and Now),2023-01-19,Culture;Housing,Other,book_review,high,"This is a critical review of Benjamin Holtzman's book 'The Long Crisis' examining New York's late-20th-century revival through a neoliberalism lens — a historiographic/intellectual essay, not reporting on a specific policy or crime issue.","culture, City Planning, History"
yes,the-victim-card,The Victim Card,2023-01-13,Culture;Crime,Crime Data;Politics,article,medium,"Piece examines victims' rights policy and electoral/political strategy around crime, not criminal procedure itself.","culture, Crime"
yes,ghosts-of-deinstitutionalization,Ghosts of Deinstitutionalization,2022-12-16,Culture;Health & human services,Mental illness;Crisis response,article,high,"Historical and policy analysis of deinstitutionalization's legacy and its bearing on Mayor Adams' mental health crisis response, centered on police role in crisis encounters.","culture, History, Mental Health"
yes,straight-line-crazy-review,"The Power, Woker",2022-11-30,Culture,Public Space,article,medium,A theater review analyzing Robert Moses's urban planning legacy and its contemporary relevance; primarily a cultural/critical piece but substantively about public space and urban design.,"culture, Theater"
yes,connecting-communities-through-design,Connecting Communities Through Design,2022-10-25,Housing;Data,Public Safety Strategy;Public Space,article,high,Piece describes resident-led design approach to crime reduction through community engagement and public space improvement—core Public Safety Strategy and Public Space intersection.,"New Solutions, City Planning, Social Science"
yes,crime-and-the-built-environment,Crime and the Built Environment,2022-10-25,Housing;Data,Public Space;Public Safety Strategy,article,high,Core subject is how urban design and environmental interventions (CPTED principles) prevent crime and empower communities—a Public Safety Strategy rooted in Public Space design.,"New Solutions, City Planning, Social Science"
yes,policings-hidden-curriculum,The Strange History and Impact of Broken Windows,2022-10-25,Policing;Culture;Data,Public Safety Strategy;Crime Data,article,high,"Scholarly retrospective on broken windows theory, its empirical foundations, and its policy implications for crime reduction—belongs in Public Safety Strategy (theory/framework discussion) with Crime Data (crime trends, Zimbardo experiment, NYC homicide numbers).","Broken Windows, History, Crime, Social Science"
yes,the-public-square,The Public Square,2022-10-25,Crime;Governance,Disorder;Crime Data,article,high,"Vital piece examining the contested meaning of 'disorder' in NYC public spaces, juxtaposing perception against official crime data—a classic Crime Data and Disorder analysis.","Context: Politics and Data, Crime, Quality of Life"
yes,law-enforcement-and-legitimacy,Law Enforcement and Legitimacy: How Policing's “Hidden Curriculum” Undermines Trust,2022-10-25,Culture;Policing,Policing;Public Safety Strategy,article,high,"Scholarly critique of broken windows policing theory and its legitimacy effects; centers police-community trust and policy approach, not cultural history per se.","History, Police Reform, Police-Community Relations"
yes,subway-disorder,The Heartbeat of the City,2022-10-25,Governance;Crime;Culture,Subway;Policing,article,high,"Personal essay about subway safety and policing that directly addresses the question of how the subway should be policed, grounded in firsthand crime experiences and the role of police intervention.","Civic Life, Subway Crime, History"
yes,tables-and-chairs,Tables and Chairs,2022-10-25,Housing;Culture,Public Space,article,high,"The piece is fundamentally about pedestrian plazas, public realm design, and walkability in Manhattan—core Public Space concerns—not housing or culture.","The Long View, City Planning, History"
yes,police-become-government,When Police Become Our Government,2022-10-25,Policing;Governance,Policing;Public Safety Strategy,article,high,"The piece critiques police scope creep and argues for a focused policing mission, which directly engages both police role/function and citywide public safety strategy.","Police Reform, Government Operations, Where We’ve Been"
yes,public-space-design-and-safety,How the design of public spaces can improve the perception of safety,2022-10-25,Housing;Data,Public Space,article,high,"Core focus is placemaking, public space design, and resident engagement with urban realm to improve safety perception—textbook Public Space domain.","City Planning, Social Science"
yes,beyond-enforcement,Beyond Enforcement: New Responses to Quality-of-Life Concerns,2022-08-02,Crime;Governance,Disorder;Public Safety Strategy,article,high,"Core piece examining non-enforcement approaches to disorder and quality-of-life concerns, with explicit Public Safety Strategy framing around alternatives to policing.","New Solutions, Crime, Quality of Life"
yes,peter-moskos-oral-history-times-square,"'There Is a Tendency to Romanticize the Gutter': The Rebirth of Times Square, Port Authority and Bryant Park",2022-05-26,Housing;Culture,Disorder;Public Space,article,high,"This is a historical account of how reclaiming public spaces (Times Square, Bryant Park, Port Authority) through disorder reduction and broken-windows policing laid groundwork for NYC's crime drop.","Where We’ve Been, City Planning, History"
yes,federal-transitional-administrator-juvenile-detention-cook-county,"Brief History and Impact of a Federal “Transitional Administrator” Over Juvenile Detention in Cook County, IL",2022-05-18,Criminal courts;Rikers & jails,Rikers & jails;Youth,article,high,"A case study of federal court intervention in a juvenile detention facility's reform, directly comparable to NYC jail conditions; primarily about detention system management and youth confinement.","Justice, Jails"
yes,what-is-a-receiver,What is a Receiver?,2022-05-18,Culture;Criminal courts,Criminal courts,article,high,"This is an explanatory piece about the legal doctrine of receivership in the context of court remedies and institutional reform, including prisons and jails—core criminal justice system topics.","History, Justice"
yes,vital-city-issue-1,Our First Issue,2022-02-08,Guns;Culture,Guns,editors_note,high,"This is an editorial introduction to the journal's inaugural issue on gun violence, not a reportorial article—it sets scope and framing rather than investigating a story.","Gun Violence, Neighborhood Life, Gun Violence."
yes,welcome-to-vital-city,What is Vital City?,2022-01-15,Culture;Guns,Public Safety Strategy,editors_note,high,"This is Vital City's mission statement / editorial manifesto, not a reporting article; it articulates a public safety philosophy centered on social fabric and prevention rather than enforcement alone.","Community, culture, Gun Violence"
yes,already-in-the-trap-young-new-yorkers,“Already in the Trap”: Young New Yorkers on Why They Carry Guns,2022-01-15,Data;Guns,Guns;Research,article,high,"First-person research narrative about why youth carry guns, combining primary fieldwork on gun carrying behavior with methodological reflection on community-based research.","Crime, Social Science, Gun Violence"
yes,gun-violence-debates,The Public Square,2022-01-15,Culture;Guns,Guns;Crime Data,article,high,"A substantive review of gun violence debates anchored in data, criminal justice reform, and policy implications—not a Culture piece.","Crime, History, Gun Violence"
yes,violence-and-urban-inequality,Violence and Urban Inequality,2022-01-15,Culture;Guns,Crime Data;Race,article,high,"This is a data-driven analysis of murder trends and their spatial/racial distribution across U.S. cities, combining crime statistics with racial inequality as the core argument.","History, Crime, Gun Violence"
yes,mobilizing-the-public-reimagining-public-safety,The Costs of Violence: Mobilizing “the Public” and Reimagining Public Safety,2022-01-15,Policing;Culture;Guns,Policing;Guns,article,high,"Research-driven analysis of police-community trust, gun violence, and witness cooperation—centered on policing accountability and gun-violence clearance rates.","Police Reform, History, Gun Violence"
yes,balancing-deterrence-and-prevention-the-role-of-research,Balancing Deterrence and Prevention: The Role of Research,2022-01-15,Criminal courts;Policing;Guns,Public Safety Strategy;Research,article,high,"Piece examines the conceptual and evidence-based balance between deterrence and prevention as public safety approaches, arguing for investment in both—a core public safety strategy question grounded in research methodology.","Criminal Justice, Police Reform, Gun Violence"
yes,weighing-the-impacts-of-policing,Weighing the Impacts of Policing,2022-01-15,Politics;Data;Guns,Public Safety Strategy;Crime Data,article,high,This is a research-driven piece evaluating whether policing prevents crime—a core Public Safety Strategy question—grounded in empirical crime data and academic literature.,"Politics, Social Science, Gun Violence"
yes,special-report-on-rikers,What to Do About Closing Rikers,2021-09-15,Other;Data,Rikers & jails;Public Safety Strategy,report,high,"This is a data-driven policy roadmap on Rikers closure that directly addresses jail operations and public safety strategy, explicitly labeled as a report by the publication.","Report, data"
